kind,timestamp_us,sequence,validity,accel_x_mg,accel_y_mg,accel_z_mg,gyro_x_mdps,gyro_y_mdps,gyro_z_mdps,payload_length,g000_z0_raw,g000_z1_raw,g000_z2_raw,g000_z3_raw,g000_z4_raw,g000_z5_raw,g000_z6_raw,g000_z7_raw,g000_z8_raw,g000_z9_raw,g001_z1_raw,g001_z2_raw,g001_z3_raw,g001_z4_raw,g002_z1_raw,g002_z2_raw,g002_z3_raw,g002_z4_raw,g003_z1_raw,g003_z2_raw,g003_z3_raw,g003_z4_raw,g004_z1_raw,g004_z2_raw,g004_z3_raw,g004_z4_raw
IMU_SAMPLE,103644287,2236,7,-44,165,-989,244,183,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,103646523,2237,0,0,0,0,0,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,103686497,2238,7,-45,166,-987,61,0,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,103726497,2239,7,-43,165,-988,122,0,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,103766498,2240,7,-43,163,-987,183,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,103806497,2241,7,-45,163,-987,183,183,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,103846498,2242,7,-44,165,-988,61,122,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,103886498,2243,7,-44,163,-987,61,61,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU_SNAPSHOT,103909011,132,,,,,,,,1112,66,149,61,32,163,32,128,36,30,240,255,61,60,0,255,30,150,66,255,0,0,148,255,0,255,32
IMU_SAMPLE,103993498,2244,7,-46,164,-988,0,183,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,104006488,2245,7,-43,163,-989,183,61,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,104046488,2246,7,-43,164,-989,0,122,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,104086489,2247,7,-44,164,-985,61,244,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,104168381,2248,7,-45,163,-988,61,183,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,104206489,2249,7,-46,163,-987,0,183,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,104246488,2250,7,-44,164,-987,61,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,104286489,2251,7,-44,164,-989,0,122,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,104326495,2252,7,-43,164,-987,183,-122,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU_SNAPSHOT,104343307,133,,,,,,,,1112,66,149,61,32,163,32,128,36,30,240,255,61,60,0,255,30,150,66,255,0,0,148,255,0,255,32
IMU_SAMPLE,104417501,2253,7,-44,164,-988,183,0,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,104446488,2254,7,-44,164,-988,122,183,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,104486489,2255,7,-43,164,-986,183,0,122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,104592325,2256,7,-45,162,-986,0,122,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,104606489,2257,7,-45,164,-987,0,61,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,104646489,2258,7,-42,162,-988,61,122,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,104786370,2259,7,-45,164,-988,122,61,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,104806489,2260,7,-45,164,-988,122,244,-183,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,104846489,2261,7,-44,163,-989,122,0,122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,104886489,2262,7,-44,163,-987,122,0,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,104926489,2263,7,-44,164,-987,122,61,122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU_SNAPSHOT,104940586,134,,,,,,,,1112,66,149,61,32,163,32,128,36,30,240,255,61,60,0,255,30,150,66,255,0,0,148,255,0,255,32
IMU_SAMPLE,105060497,2264,7,-44,163,-987,0,-61,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,105086488,2265,7,-43,164,-987,122,122,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU_SNAPSHOT,105210933,135,,,,,,,,1112,66,149,61,32,163,32,128,36,30,240,255,61,60,0,255,30,150,66,255,0,0,148,255,0,255,32
IMU_SAMPLE,105214497,2266,7,-44,163,-987,0,305,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,105246488,2267,7,-44,164,-987,122,61,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,105367496,2268,7,-43,165,-988,-122,183,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,105406724,2269,7,-43,164,-985,122,61,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,105446728,2270,7,-44,164,-989,61,61,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,105486728,2271,7,-46,164,-986,244,122,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,105526722,2272,7,-46,164,-987,244,61,122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,105566768,2273,7,-44,162,-988,-61,244,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,105606729,2274,7,-44,164,-987,61,0,122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,105646721,2275,7,-44,165,-988,244,122,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,105686735,2276,7,-43,164,-989,244,61,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,105726729,2277,7,-45,164,-988,183,183,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,105766729,2278,7,-44,164,-989,122,183,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,105806722,2279,7,-45,163,-988,0,61,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,105846728,2280,7,-45,164,-988,61,122,183,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,105886729,2281,7,-44,165,-987,122,0,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,105926721,2282,7,-44,163,-989,183,61,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,105966729,2283,7,-44,165,-988,61,122,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,106006728,2284,7,-45,165,-986,122,61,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,106046729,2285,7,-43,165,-987,61,122,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,106086734,2286,7,-44,163,-989,61,183,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,106126727,2287,7,-44,163,-987,122,0,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,106166727,2288,7,-42,163,-987,122,61,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,106206722,2289,7,-44,163,-988,122,183,122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,106246731,2290,7,-42,161,-989,122,-61,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,106286727,2291,7,-45,163,-992,183,366,122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,106326728,2292,7,-46,163,-981,244,-183,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,106366738,2293,7,-45,165,-989,61,122,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,106406726,2294,7,-46,164,-989,122,122,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,106446730,2295,7,-44,162,-986,61,61,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,106486743,2296,7,-46,164,-988,61,61,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,106526738,2297,7,-44,162,-989,61,61,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,106566719,2298,7,-46,163,-986,61,61,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,106606731,2299,7,-43,165,-987,61,183,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,106646737,2300,7,-45,164,-986,61,122,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,106686744,2301,7,-45,164,-986,183,0,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,106726726,2302,7,-46,163,-989,61,61,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,106766738,2303,7,-45,164,-988,0,244,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,106806738,2304,7,-45,164,-987,244,0,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,106846733,2305,7,-45,163,-988,122,122,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,106886732,2306,7,-43,164,-989,61,0,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,106926738,2307,7,-44,163,-984,183,-61,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,106966730,2308,7,-45,163,-987,61,122,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU_SNAPSHOT,107004739,136,,,,,,,,1112,66,149,61,32,163,32,128,36,30,240,255,61,60,0,255,30,150,66,255,0,0,148,255,0,255,32
IMU_SAMPLE,107006738,2309,7,-46,165,-989,122,61,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,107121536,2310,7,-44,164,-983,0,122,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,107126536,2311,7,-44,163,-982,61,183,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,107166498,2312,7,-44,164,-991,183,122,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,107274994,2313,7,-46,164,-986,61,-183,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,107286505,2314,7,-43,163,-989,61,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,107326499,2315,7,-45,164,-987,122,61,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,107366499,2316,7,-44,164,-987,122,183,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,107406498,2317,7,-43,164,-986,0,244,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU_SNAPSHOT,107431088,137,,,,,,,,1112,66,149,61,32,163,32,128,36,30,240,255,61,60,0,255,30,150,66,255,0,0,148,255,0,255,32
IMU_SAMPLE,107446505,2318,7,-45,165,-988,61,305,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,107548497,2319,7,-44,164,-988,122,61,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,107566498,2320,7,-45,164,-988,183,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,107606489,2321,7,-45,162,-988,0,61,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU_SNAPSHOT,107700436,138,,,,,,,,1112,66,149,61,32,163,32,128,36,30,240,255,61,60,0,255,30,150,66,255,0,0,148,255,0,255,32
IMU_SAMPLE,107702596,2322,7,-45,165,-989,0,61,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
STOP,107717536,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
