kind,timestamp_us,sequence,validity,accel_x_mg,accel_y_mg,accel_z_mg,gyro_x_mdps,gyro_y_mdps,gyro_z_mdps,payload_length,g000_z0_raw,g000_z1_raw,g000_z2_raw,g000_z3_raw,g000_z4_raw,g000_z5_raw,g000_z6_raw,g000_z7_raw,g000_z8_raw,g000_z9_raw,g001_z1_raw,g001_z2_raw,g001_z3_raw,g001_z4_raw,g002_z1_raw,g002_z2_raw,g002_z3_raw,g002_z4_raw,g003_z1_raw,g003_z2_raw,g003_z3_raw,g003_z4_raw,g004_z1_raw,g004_z2_raw,g004_z3_raw,g004_z4_raw
IMU_SAMPLE,94286488,2036,7,-46,165,-987,122,183,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,94326489,2037,7,-44,164,-987,61,61,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,94366489,2038,7,-44,164,-986,61,61,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
MARKER,94373799,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,94406489,2039,7,-43,165,-989,122,0,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU_SNAPSHOT,94455846,119,,,,,,,,1112,66,149,61,32,163,32,128,36,30,240,255,61,60,0,255,30,149,66,255,0,0,148,255,0,255,32
IMU_SAMPLE,94508496,2040,7,-43,163,-987,61,61,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,94526489,2041,7,-43,164,-988,61,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,94566489,2042,7,-43,164,-989,122,122,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,94662431,2043,7,-45,164,-986,122,61,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,94686489,2044,7,-45,165,-986,122,183,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,94726488,2045,7,-46,164,-987,122,122,183,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,94766489,2046,7,-45,164,-989,61,122,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,94806489,2047,7,-43,164,-988,122,61,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,94846489,2048,7,-44,165,-986,122,61,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,94886489,2049,7,-45,164,-986,122,183,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU_SNAPSHOT,94890105,120,,,,,,,,1112,66,149,61,32,163,32,128,36,30,240,255,61,60,0,255,30,149,66,255,0,0,148,255,0,255,32
IMU_SAMPLE,94996499,2050,7,-45,165,-993,-61,183,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,95006489,2051,7,-43,164,-990,122,183,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,95046489,2052,7,-43,165,-982,305,61,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,95150190,2053,7,-43,161,-985,0,244,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,95166489,2054,7,-45,164,-986,61,61,122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,95206489,2055,7,-45,164,-988,61,61,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,95246489,2056,7,-45,163,-989,122,122,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,95286489,2057,7,-44,163,-987,61,183,122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,95326489,2058,7,-43,164,-987,122,122,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,95366489,2059,7,-43,164,-989,183,61,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,95406489,2060,7,-43,163,-988,61,305,-183,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,95446489,2061,7,-45,162,-987,122,-122,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU_SNAPSHOT,95471531,121,,,,,,,,1112,66,149,61,32,163,32,128,36,30,240,255,61,60,0,255,30,149,66,255,0,0,148,255,0,255,32
IMU_SAMPLE,95486498,2062,7,-42,164,-989,0,61,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,95584496,2063,7,-43,163,-986,183,0,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,95606497,2064,7,-44,162,-989,244,0,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,95738471,2065,7,-43,163,-988,122,122,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU_SNAPSHOT,95741817,122,,,,,,,,1112,66,149,61,32,163,32,128,36,30,240,255,61,60,0,255,30,149,66,255,0,0,148,255,0,255,32
IMU_SAMPLE,95766489,2066,7,-44,163,-988,183,183,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,95892105,2067,7,-45,164,-988,0,183,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,95926488,2068,7,-44,163,-986,183,61,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,95966489,2069,7,-45,163,-991,122,61,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,96006489,2070,7,-42,164,-984,61,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,96046488,2071,7,-44,166,-989,0,122,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,96086489,2072,7,-44,163,-983,0,122,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,96126489,2073,7,-46,165,-987,183,0,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,96166489,2074,7,-45,165,-987,122,183,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,96206489,2075,7,-45,164,-986,0,122,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,96246489,2076,7,-46,164,-989,122,61,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,96286489,2077,7,-44,162,-989,122,61,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,96326499,2078,7,-45,163,-986,122,244,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,96366498,2079,7,-44,163,-985,61,-61,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,96406498,2080,7,-44,164,-991,122,0,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,96446509,2081,7,-46,163,-987,0,183,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,96486498,2082,7,-47,164,-987,183,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,96526499,2083,7,-45,163,-989,0,0,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,96566498,2084,7,-46,163,-986,244,122,244,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,96606498,2085,7,-43,163,-986,183,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,96646498,2086,7,-46,164,-988,183,0,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,96686498,2087,7,-43,164,-988,61,122,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,96726498,2088,7,-46,164,-988,61,183,-183,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,96766498,2089,7,-44,164,-988,244,61,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,96806498,2090,7,-44,164,-987,0,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,96846498,2091,7,-44,163,-987,244,61,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,96886498,2092,7,-45,163,-989,0,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,96926498,2093,7,-44,164,-985,61,61,122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,96966498,2094,7,-46,164,-988,183,244,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,97006498,2095,7,-44,164,-989,61,61,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,97046498,2096,7,-45,164,-985,122,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,97086498,2097,7,-46,163,-987,244,122,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,97126498,2098,7,-45,163,-985,122,122,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,97166498,2099,7,-46,163,-986,0,61,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,97206498,2100,7,-44,164,-988,122,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,97246498,2101,7,-44,164,-987,61,183,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,97286498,2102,7,-46,164,-988,122,0,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,97326498,2103,7,-44,163,-986,0,244,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,97366498,2104,7,-45,165,-988,61,122,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,97406490,2105,7,-44,163,-987,305,122,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,97446498,2106,7,-44,164,-988,122,183,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,97486498,2107,7,-43,164,-987,61,61,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,97526498,2108,7,-45,164,-988,122,61,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU_SNAPSHOT,97535646,123,,,,,,,,1112,66,149,61,32,163,32,128,36,30,240,255,61,60,0,255,30,149,66,255,0,0,148,255,0,255,32
IMU_SAMPLE,97646491,2109,7,-44,162,-986,122,61,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,97686499,2110,7,-44,162,-989,122,61,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,97800490,2111,7,-44,165,-987,244,122,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,97806519,2112,7,-44,164,-988,61,-122,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,97846498,2113,7,-44,164,-989,122,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,97886498,2114,7,-45,162,-987,183,61,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,97926498,2115,7,-45,162,-989,61,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU_SNAPSHOT,97961005,124,,,,,,,,1112,66,149,61,32,163,32,128,36,30,240,255,61,60,0,255,30,149,66,255,0,0,148,255,0,255,32
IMU_SAMPLE,97966498,2116,7,-45,164,-987,-61,61,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,98075376,2117,7,-45,162,-987,61,-122,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,98086489,2118,7,-45,164,-987,122,183,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,98126488,2119,7,-44,164,-987,122,122,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU_SNAPSHOT,98223397,125,,,,,,,,1112,66,149,61,32,163,32,128,36,30,240,255,61,60,0,255,30,149,66,255,0,0,148,255,0,255,32
IMU_SAMPLE,98230506,2120,7,-43,164,-988,183,61,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,98246489,2121,7,-43,162,-986,122,122,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,98286489,2122,7,-46,164,-987,61,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,98384499,2123,7,-46,163,-989,183,122,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,98406489,2124,7,-42,165,-987,122,183,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
MARKER,98424552,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,98446489,2125,7,-44,164,-988,0,122,122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,98559262,2126,7,-45,163,-988,61,183,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,98566488,2127,7,-45,163,-987,61,183,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,98606489,2128,7,-45,164,-988,183,0,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,98646489,2129,7,-44,163,-990,244,-61,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,98686489,2130,7,-45,164,-987,0,305,122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,98726489,2131,7,-45,164,-986,61,244,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,98766489,2132,7,-43,163,-989,122,61,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,98806489,2133,7,-44,164,-987,122,61,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,98846489,2134,7,-45,164,-989,61,-61,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,98886489,2135,7,-43,164,-988,122,61,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,98926489,2136,7,-45,164,-988,183,61,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,98966489,2137,7,-45,164,-986,122,122,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,99006488,2138,7,-43,163,-988,0,183,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,99046489,2139,7,-46,163,-989,122,305,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,99086489,2140,7,-44,164,-987,183,122,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,99126489,2141,7,-44,164,-987,122,0,183,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,99166489,2142,7,-44,164,-989,0,183,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,99206489,2143,7,-44,164,-986,122,122,122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,99246489,2144,7,-45,164,-990,61,122,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,99286489,2145,7,-44,165,-988,61,122,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,99326489,2146,7,-44,164,-987,61,122,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,99366488,2147,7,-45,163,-989,122,61,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,99406489,2148,7,-44,163,-987,61,183,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,99446489,2149,7,-44,163,-988,61,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,99486489,2150,7,-45,164,-988,0,61,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,99526489,2151,7,-44,164,-987,61,183,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,99566489,2152,7,-44,165,-986,0,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,99606489,2153,7,-45,164,-989,122,61,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,99646489,2154,7,-44,165,-987,122,305,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,99686489,2155,7,-45,164,-987,122,122,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,99726489,2156,7,-44,164,-987,183,122,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,99766489,2157,7,-43,164,-986,183,61,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,99806488,2158,7,-45,164,-990,122,61,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,99846489,2159,7,-44,164,-988,61,122,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,99886489,2160,7,-44,164,-988,122,122,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,99926489,2161,7,-43,164,-988,122,61,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,99966489,2162,7,-45,164,-985,122,0,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,100006489,2163,7,-44,162,-988,122,-61,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU_SNAPSHOT,100026154,126,,,,,,,,1112,66,149,61,32,163,32,128,36,30,240,255,61,60,0,255,30,149,66,255,0,0,148,255,0,255,32
IMU_SAMPLE,100133496,2164,7,-45,162,-988,183,183,122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,100166488,2165,7,-45,164,-988,183,0,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,100287177,2166,7,-44,163,-987,122,122,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,100326739,2167,7,-45,163,-989,0,61,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,100366987,2168,7,-44,164,-986,122,122,122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,100406986,2169,7,-46,164,-987,122,61,122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,100446977,2170,7,-46,164,-985,122,305,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU_SNAPSHOT,100452531,127,,,,,,,,1112,66,149,61,32,163,32,128,36,30,240,255,61,60,0,255,30,150,66,255,0,0,148,255,0,255,32
MARKER,100456549,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,100562536,2171,7,-45,164,-985,183,61,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,100566497,2172,7,-45,163,-986,122,-61,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,100606489,2173,7,-45,164,-988,61,244,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU_SNAPSHOT,100713901,128,,,,,,,,1112,66,149,61,32,163,32,128,36,30,240,255,61,60,0,255,30,150,66,255,0,0,148,255,0,255,32
IMU_SAMPLE,100716497,2174,7,-44,164,-989,0,122,-183,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,100726876,2175,7,-46,164,-989,122,183,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,100766489,2176,7,-42,164,-989,61,183,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,100870497,2177,7,-44,164,-989,122,122,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,100886489,2178,7,-46,163,-987,122,122,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,100926488,2179,7,-45,163,-988,61,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,100966489,2180,7,-44,164,-987,61,183,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,101006489,2181,7,-44,163,-987,122,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,101046489,2182,7,-45,164,-986,61,61,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,101086489,2183,7,-45,164,-990,183,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,101126489,2184,7,-44,163,-983,61,122,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,101166489,2185,7,-43,164,-985,122,0,122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,101206489,2186,7,-46,163,-993,183,122,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,101246488,2187,7,-44,165,-986,122,122,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,101286489,2188,7,-44,164,-985,122,61,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,101326488,2189,7,-44,164,-989,122,183,-244,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,101366489,2190,7,-44,165,-990,183,183,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,101406489,2191,7,-43,164,-988,61,244,183,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,101446489,2192,7,-44,164,-983,61,-61,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,101486489,2193,7,-45,163,-990,61,61,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,101526489,2194,7,-44,164,-987,122,61,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,101566489,2195,7,-45,163,-986,122,61,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,101606489,2196,7,-43,165,-989,61,61,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,101646489,2197,7,-44,165,-986,183,122,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,101686489,2198,7,-45,163,-986,61,122,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,101726489,2199,7,-44,165,-988,122,61,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,101766489,2200,7,-43,163,-990,183,122,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,101806489,2201,7,-45,163,-987,122,183,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,101846489,2202,7,-44,164,-988,61,122,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,101886489,2203,7,-46,164,-988,61,244,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,101926489,2204,7,-46,164,-986,122,122,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU_SNAPSHOT,101959132,129,,,,,,,,1112,66,149,61,32,163,32,128,36,30,240,255,61,60,0,255,30,150,66,255,0,0,148,255,0,255,32
IMU_SAMPLE,101966489,2205,7,-45,164,-988,0,244,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,102065416,2206,7,-44,163,-987,122,61,183,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,102086489,2207,7,-45,164,-988,61,61,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,102219508,2208,7,-43,164,-986,244,122,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,102246488,2209,7,-45,164,-989,122,122,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,102286489,2210,7,-44,165,-987,61,0,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,102326488,2211,7,-44,164,-986,0,122,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,102366489,2212,7,-45,163,-987,183,61,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU_SNAPSHOT,102384531,130,,,,,,,,1112,66,149,61,32,163,32,128,36,30,240,255,61,60,0,255,30,150,66,255,0,0,148,255,0,255,32
IMU_SAMPLE,102494473,2213,7,-44,165,-986,0,61,122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,102526488,2214,7,-45,164,-987,122,61,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU_SNAPSHOT,102654863,131,,,,,,,,1112,66,149,61,32,163,32,128,36,30,240,255,61,60,0,255,30,150,66,255,0,0,148,255,0,255,32
IMU_SAMPLE,102681866,2215,7,-44,164,-988,244,122,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,102686633,2216,7,-42,165,-988,122,122,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,102829258,2217,7,-44,164,-987,122,61,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,102846497,2218,7,-45,163,-988,183,0,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,102886497,2219,7,-44,164,-989,122,122,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,102926497,2220,7,-45,164,-986,122,0,122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,102966497,2221,7,-45,163,-989,-61,0,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,103006497,2222,7,-47,163,-988,122,122,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,103046497,2223,7,-44,165,-987,122,183,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,103086497,2224,7,-43,163,-988,122,61,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,103126497,2225,7,-44,164,-987,183,0,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,103166497,2226,7,-43,163,-988,61,183,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,103206497,2227,7,-42,163,-988,0,183,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,103246497,2228,7,-43,163,-987,244,-61,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,103286497,2229,7,-43,163,-988,122,122,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,103326497,2230,7,-43,163,-986,244,0,183,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,103366497,2231,7,-43,163,-988,244,0,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,103406497,2232,7,-43,165,-987,-61,183,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,103446497,2233,7,-43,165,-989,183,0,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,103486497,2234,7,-45,164,-986,122,61,-61,40,,,,,,,,,,,,,,,,,,,,,,,,,,
IMU_SAMPLE,103526497,2235,7,-46,165,-988,122,0,-122,40,,,,,,,,,,,,,,,,,,,,,,,,,,
